,score
2064,16.0
2065,20.0
2066,6.0
2067,1.0
2068,15.0
2069,2.0
2070,15.0
2071,14.0
2072,6.0
2073,8.0
2074,12.0
2075,7.0
2076,2.0
2077,8.0
2078,10.0
2079,9.0
2080,11.0
2081,6.0
2082,11.0
2083,11.0
2084,17.0
2085,10.0
2086,5.0
2087,3.0
2088,7.0
2089,15.0
2090,4.0
2091,17.0
2092,14.0
2093,5.0
2094,13.0
2095,10.0
2096,13.0
2097,6.0
2098,5.0
2099,9.0
2100,15.0
2101,8.0
2102,8.0
2103,9.0
2104,14.0
2105,5.0
2106,10.0
2107,5.0
2108,8.0
2109,17.0
2110,7.0
2111,7.0
2112,2.0
2113,11.0
2114,3.0
2115,13.0
2116,17.0
2117,7.0
2118,6.0
2119,7.0
2120,22.0
2121,15.0
2122,13.0
2123,15.0
2124,12.0
2125,10.0
2126,10.0
2127,13.0
2128,15.0
2129,2.0
2130,7.0
